day,word_count,sd,ave_sentiment,day_count
2020-04-07,6004,0.286247339648129,0.0114834200362056,400
2020-04-08,3090,0.260665394799895,-0.00270557054402009,200
2020-04-09,4542,0.294965797706165,-0.0414163926912567,300
2020-04-10,7707,0.293633490366801,0.00525868206343963,400
2020-04-11,6634,0.300308108176242,0.000472961356149162,300
2020-04-12,46586,0.269688530224772,-0.00995327391621395,2700
2020-04-13,85492,0.271842570328859,-0.00974672029682361,5900
2020-04-14,93714,0.274663310756165,-0.0192232467225665,6000
2020-04-15,88011,0.271878591235328,-0.0125701859612765,5900
2020-04-16,91661,0.27601661652363,-0.00396791592816933,6000
2020-04-17,93218,0.273714269037463,-0.0184652190288818,5800
2020-04-18,95325,0.268863404624513,-0.00228103420091946,5598
2020-04-19,80535,0.261556120919349,-0.010156929238841,5599
2020-04-20,71871,0.264530427190722,-0.00927464370343523,5600
2020-04-21,75992,0.27193773826767,-0.0148199989569535,5700
2020-04-22,83410,0.276782559626775,-0.00863473967235013,5900
2020-04-23,86974,0.273796325503149,-0.0171709858147504,6000
2020-04-24,97002,0.276551783333131,-0.00646665930745101,6000
2020-04-25,114601,0.274930807290005,-0.00436643131698818,5700
2020-04-26,100590,0.275521106383752,0.0015943409385985,5300
2020-04-27,84639,0.271073021744016,-0.00428903156562682,5600
2020-04-28,89340,0.271634886292348,-0.00667781638825826,5892
2020-04-29,90703,0.276354881176867,-0.00284678036881745,5608
2020-04-30,76317,0.273105684192071,-0.000747636135083876,4800
2020-05-01,6983,0.267653577453257,-0.0313735028252877,400
2020-05-02,66562,0.274168575551277,-0.00206757696909543,3116
2020-05-03,14738,0.275787905864086,0.013471574210709,784
2020-05-04,4670,0.275008572934474,-0.00946173967988484,300
2020-05-05,5721,0.272569968126006,0.00291567018905483,400
2020-05-06,4405,0.302088488240726,-0.0290234904802156,300
2020-05-07,7791,0.275313048204339,-0.00753332609460452,400
2020-05-08,4786,0.258096364771489,0.0181765028080784,300
2020-05-09,9265,0.282235877508434,0.023161299212359,500
2020-05-10,60050,0.270815418362406,-0.00527670168780099,3100
2020-05-11,52414,0.267964505538191,0.00326440497852694,3200
2020-05-12,51929,0.269252453300077,-0.00308823343015742,3100
2020-05-13,49185,0.267210843991764,0.00105597377214417,3200
2020-05-14,52046,0.27065375837059,-0.00141383197449643,3100
2020-05-15,53926,0.281371004033807,-0.000239838786514716,3200
2020-05-16,63694,0.277975028506493,0.0250117750519787,3100
2020-05-17,65514,0.278828391911018,0.0237180876282546,3200
2020-05-18,47479,0.276615237874624,0.00320419401808593,3100
2020-05-19,11747,0.276709604632133,0.00232146962783253,700
2020-05-20,3998,0.286279183929803,0.0382574180897361,300
2020-05-21,5581,0.277004106948927,0.0505609221735123,400
2020-05-22,4063,0.284167569876443,0.0213274909125332,300
2020-05-23,9519,0.275810520659346,0.00487025574781057,400
2020-05-24,6138,0.271905625947855,-0.0127410037045025,300
2020-05-25,7156,0.264031037823052,0.010270586995302,400
2020-05-26,4955,0.251499775438,0.0202125606419029,300
2020-05-27,6250,0.264930131341543,-0.0172479029921987,400
2020-05-28,4193,0.268254826332223,-0.00240797919935935,300
2020-05-29,6334,0.28638729921841,0.0177547729469172,400
2020-05-30,57767,0.280602612016149,0.000271339461150871,3200
2020-05-31,97348,0.285634740121107,-0.0386210122361784,5600
2020-06-01,91481,0.273311204227081,-0.0230076116424574,5900
2020-06-02,44973,0.272825361290632,-0.0184404427086243,2800
2020-06-03,48954,0.274082868696802,0.00723460123671391,3000
2020-06-04,37690,0.269393786126031,0.00452730290373213,2600
2020-06-05,59400,0.275709248541409,0.004412380390617,3817
2020-06-06,36272,0.280613950120916,0.0154143227729798,2200
2020-06-07,5329,0.289683892278356,-0.0207580553057231,300
2020-06-08,5182,0.271640162065848,0.0033495833838506,400
2020-06-09,3122,0.249910766425464,-0.0125180413171494,300
2020-06-10,5715,0.271251483619493,-0.0325322121309672,400
2020-06-11,4562,0.253660178786521,-0.028191361254039,300
2020-06-12,6814,0.287492342619407,0.00481309982439656,400
2020-06-13,5444,0.286727734836776,-0.0238351506511179,300
2020-06-14,7051,0.31773731964571,-0.0262327637878883,400
2020-06-15,25417,0.282843505169967,-0.0104246481034453,1800
2020-06-16,50073,0.281307973338321,-0.00622356400534945,3200
2020-06-17,45927,0.275149916365363,-0.00843202654279693,3100
2020-06-18,51008,0.290555751413996,-0.0012011544224281,3200
2020-06-19,51165,0.267834938186031,-0.00974520287209374,3100
2020-06-20,61844,0.27947786327757,-0.00299597386081446,3200
2020-06-21,55084,0.270514603225263,0.00312935545743548,3100
2020-06-22,49024,0.273833662767544,-0.00847082643452908,3200
2020-06-23,45820,0.27303524675504,0.0081804095572013,3100
2020-06-24,36874,0.283164786364105,-0.0205475206311459,2500
2020-06-25,37332,0.274345975779379,-0.0191426407194847,2400
2020-06-26,13617,0.29072166366852,-0.0381643310294988,900
2020-06-27,68331,0.273219024272481,-0.00417834621589528,3259
2020-06-28,58389,0.280261705408946,-0.00479515071698717,3141
2020-06-29,48000,0.275091790126095,-0.0211687213473082,3200
2020-06-30,47698,0.26673080348655,-0.00279593951353831,3100
2020-07-01,25777,0.277419038544845,-0.00934714528152416,1600
2020-07-02,24404,0.27825792836126,-0.00502107092980844,1500
2020-07-03,62055,0.27694620361951,0.0297278166897505,3200
2020-07-04,59737,0.274456458283385,0.0200511253164098,3100
2020-07-05,58203,0.271135177098348,0.00460680378996082,3200
2020-07-06,48895,0.273643197328931,0.0088949678987228,3100
2020-07-07,48034,0.26042003061695,0.013777530621289,3200
2020-07-08,16933,0.269544549328285,0.00267407466854024,1100
2020-07-09,6046,0.269660543940024,-0.00242037735615454,400
2020-07-10,4505,0.259398862003016,-0.0323214620508626,300
2020-07-11,7525,0.277830746995259,-0.0093781433289891,400
2020-07-12,16002,0.253911894055919,0.0108708444888416,900
2020-07-13,46995,0.266965219265232,0.00612577860287306,3200
2020-07-14,42402,0.273691738579153,-0.00998263216209219,3100
2020-07-15,43387,0.264780627904759,0.0227867197636686,3300
2020-07-16,45063,0.271810014708471,0.0193763114601096,3100
2020-07-17,49200,0.260810957865514,0.0156194179375457,3170
2020-07-18,58613,0.26776570165043,0.0147705358627894,3130
2020-07-19,53091,0.272708227838374,0.019866938587844,3200
2020-07-20,41364,0.265497504614957,0.00519989567033681,3100
2020-07-21,44636,0.263112131676443,0.0199373311948189,3200
2020-07-22,44049,0.268404119548481,0.0129793660200229,3100
2020-07-23,48469,0.270803804643977,0.00494285387000092,3200
2020-07-24,43409,0.271177497483442,0.00243342912838974,3100
2020-07-25,62716,0.272382731704423,0.0302196406102164,3300
2020-07-26,31039,0.272924273317629,0.0157323592517413,1700
2020-07-27,6905,0.258224198679681,0.00348099492737863,400
2020-07-28,4603,0.283964232291495,0.00584597128071833,300
2020-07-29,5872,0.273492267243988,-0.00784753140004423,400
2020-07-30,5099,0.274353251596445,0.0308722354032414,300
2020-07-31,48003,0.261110973786935,0.0303897496783038,3000
2020-08-01,61045,0.275650810536535,0.013888741057575,3098
2020-08-02,55503,0.273525198209855,0.0245915567860252,3100
2020-08-03,51280,0.268917263245234,0.0107148017197079,3200
2020-08-04,50990,0.268318275458136,0.0166905641826049,3200
2020-08-05,50288,0.275066561428012,0.0127181028256982,3100
2020-08-06,49955,0.263605912031179,-0.00460065213485738,3200
2020-08-07,50205,0.273198674314931,0.00381812741506496,3100
2020-08-08,59367,0.276586977250136,0.019574332362882,3200
2020-08-09,54242,0.269818599000801,0.011613844460089,3100
2020-08-10,43028,0.273739829405358,-0.00105284002148373,3200
2020-08-11,45112,0.274388981589751,-0.0201424795065082,3100
2020-08-12,48619,0.278759191466945,0.00380813040459978,3200
2020-08-13,49174,0.275369593499282,0.0184678132192388,3100
2020-08-14,55576,0.27886873902619,0.0011026436253392,3222
2020-08-15,59990,0.268467159963311,0.0175078452643628,3178
2020-08-16,59072,0.270965015489836,0.0289707481972324,3193
2020-08-17,47119,0.26412546303411,0.0164465248697857,3100
2020-08-18,49101,0.271997547033939,0.0153312273042136,3200
2020-08-19,47353,0.272001488468202,0.0159757199100616,3100
2020-08-20,50097,0.270075991345604,0.00428127023737261,3200
2020-08-21,49423,0.266351890064679,0.013429231927217,3200
2020-08-22,59671,0.262793847197251,0.02863549210589,3200
2020-08-23,53235,0.27285364045794,0.0356097089696043,3100
2020-08-24,45928,0.26768403552161,0.00641755628722462,3200
2020-08-25,46906,0.26730667437309,0.0133053621999462,3100
2020-08-26,49934,0.26917995318821,0.0269370393143812,3200
2020-08-27,46371,0.280024090196383,0.0227547389628258,3100
2020-08-28,46868,0.268300819124502,0.0210839791910768,3200
2020-08-29,58019,0.281027408467544,0.0225715122765737,3100
2020-08-30,53718,0.272407175372544,0.0307285790921771,3200
2020-08-31,45446,0.269442658022179,0.0117933032569581,3100
2020-09-01,48201,0.261622701774619,0.0274179305395696,3200
2020-09-02,47805,0.264361860215628,0.0224523351485808,3100
2020-09-03,44433,0.269900311127752,-0.0106305263281208,3200
2020-09-04,50276,0.273541665437937,0.0167037831126715,3288
2020-09-05,60082,0.264505318049495,0.0149736906208361,3012
2020-09-06,57372,0.273262174625876,0.0132004785119169,3177
2020-09-07,51051,0.273003223125315,0.00925800360764679,3123
2020-09-08,45316,0.271582441672888,-0.00990679104401311,3100
2020-09-09,49479,0.279877875256198,0.0058605588886794,3300
2020-09-10,47631,0.27210826173189,-0.00869959377832989,3200
2020-09-11,45844,0.269320186665061,-0.00419041330277098,3100
2020-09-12,57582,0.263469775702976,0.0153069661493549,3200
2020-09-13,51131,0.277821542677505,0.0145332301393933,3100
2020-09-14,45909,0.270777598849534,0.0243955432624532,3200
2020-09-15,43772,0.273341405734304,0.0117426677092235,3100
2020-09-16,45455,0.25936498500473,0.00624544626807842,3200
2020-09-17,41646,0.276775740586283,-0.00297314370213542,2600
2020-09-18,39663,0.267508939482293,0.00743656119089661,2800
2020-09-19,52126,0.270991908707279,0.0146719285789567,2800
2020-09-20,43087,0.264125394912929,0.00878127128293661,2800
2020-09-21,20213,0.262036681192605,-0.0106560032294695,1600
2020-09-22,9310,0.28175163479671,0.0225245245424381,800
2020-09-23,51351,0.274245877710263,0.00254594332108714,2988
2020-09-24,40939,0.265769302286197,0.00227112692292797,2712
2020-09-25,25898,0.267689630790462,0.00159911662623151,1745
2020-09-26,50802,0.275141967894869,0.0201596741383065,2800
2020-09-27,45832,0.277926967800586,0.00812588118270126,2600
2020-09-28,39619,0.269652986207704,0.0145070949493392,2734
2020-09-29,40741,0.265863308629465,-0.00152712661172947,2866
2020-09-30,39390,0.28424000286623,-0.00539242620698887,2800
2020-10-01,38487,0.277271361737643,0.0057051502515142,2800
2020-10-02,36878,0.272060309647065,-0.00459085093322314,2800
2020-10-03,43108,0.274799895516814,0.00322702050920189,2800
2020-10-04,42988,0.263758736421859,0.00170230270366084,2800
2020-10-05,38389,0.265868454902837,0.00532871059319829,2800
2020-10-06,39675,0.282564279689099,0.0126351059372982,2800
2020-10-07,41095,0.26760242481326,0.0125657744711938,2800
2020-10-08,40946,0.271301017700166,0.00900290111642582,2800
2020-10-09,44646,0.266424150639854,0.0280674516521971,2897
2020-10-10,53121,0.277995813170779,0.0270926036849196,2717
2020-10-11,51027,0.266758937972283,0.0116386207196977,2886
2020-10-12,43397,0.264859916218543,0.0254523301306081,3000
2020-10-13,48398,0.266680029994176,0.0199601353297677,3200
2020-10-14,48139,0.26449996710329,0.0195308092404958,3100
2020-10-15,45817,0.270807990931588,0.00884084550159841,3200
2020-10-16,49965,0.268996484354476,0.0168796205000959,3100
2020-10-17,51279,0.274720951309796,0.0200956346822712,2700
2020-10-18,51601,0.264845124795797,0.0252493313181393,2896
2020-10-19,43912,0.301682844945926,-0.00932278037729703,2900
2020-10-20,25451,0.268905560169079,-0.0101624015277548,1700
2020-10-21,40097,0.277022223549735,0.0102710149950524,2800
2020-10-22,43242,0.261375970480077,0.00640898068023165,2800
2020-10-23,42688,0.264392900064458,-0.000685522654618165,2800
2020-10-24,51577,0.269018543814516,0.0280311868030487,2848
2020-10-25,49958,0.264647251873385,0.0247601908429247,2531
2020-10-26,46365,0.274378884422629,-0.000738729016758261,3200
2020-10-27,48343,0.269131795834648,-0.00631097248757894,3152
2020-10-28,45524,0.276238761010926,0.00733352385860819,2948
2020-10-29,40419,0.268033301811309,-0.0140140798634997,2800
2020-10-30,44582,0.270533303509442,-0.00889084761962429,3000
2020-10-31,55784,0.27258125312424,0.00750831543107747,3100
2020-11-01,55314,0.273317989309376,0.00424333187795995,3148
2020-11-02,45026,0.260229710469206,-0.0132050972428759,3144
2020-11-03,53368,0.271123911970987,7.20261107110059e-06,3500
2020-11-04,93723,0.279886207531888,-0.00480708645696629,6600
2020-11-06,14828,0.262211031251261,0.029097672511966,871
2020-11-07,53347,0.267183400480958,0.00553876967589223,3129
2020-11-08,50193,0.269754297839827,0.00225706482769515,3000
2020-11-09,43962,0.270377040817451,0.0062211566114019,3200
2020-11-10,43644,0.259033064007004,0.0158567451823021,3100
2020-11-11,47575,0.271148507377037,0.0141928781586393,3200
2020-11-12,41597,0.26680088780891,0.00100398131756285,3100
2020-11-13,44565,0.269490353515695,0.0134683993041776,2900
2020-11-14,52222,0.265338049445704,0.0280458780021152,2900
2020-11-15,45693,0.276573136561775,0.0185464600816174,2700
2020-11-16,36915,0.262632116967789,0.00488994675173874,2800
2020-11-17,38590,0.266769731620908,0.0276131666036011,2800
2020-11-18,35421,0.259339783668191,0.0160849014821093,2800
2020-11-19,38037,0.261028325225834,0.0153480267319038,2800
2020-11-20,39433,0.269247589080991,0.0286327065192228,2900
2020-11-21,43846,0.269285690844198,0.0273657006277128,2800
2020-11-22,44828,0.264294114073629,0.0233445459364225,2800
2020-11-23,36024,0.261142643579949,0.0243649792318514,2800
2020-11-24,36821,0.260572221461865,0.0208030279037969,2800
2020-11-25,39167,0.260263152959376,0.0369579201581254,2800
2020-11-26,48184,0.263020669251185,0.0673079043933604,2800
2020-11-27,45319,0.253304370911688,0.0285182092567657,2800
2020-11-28,53590,0.264515403695435,0.0487523263448751,2800
2020-11-29,51735,0.268980467820427,0.0284846422522206,2800
2020-11-30,40197,0.257213319702447,0.0253106768399289,2800
2020-12-01,43932,0.263107770031103,0.0160836846652466,2800
2020-12-02,42793,0.267166994672634,0.0210893894673068,2800
2020-12-03,35976,0.266667863502301,0.0134787444061448,2400
2020-12-04,36404,0.257841426848827,0.0242908084630931,2400
2020-12-05,52033,0.272558209976062,0.0254916310264703,2900
2020-12-06,55958,0.27179106864219,0.0316174961200389,3100
2020-12-07,40566,0.265676983570698,0.0104664923456743,3000
2020-12-08,36870,0.25781176650536,0.021310784046522,2800
2020-12-09,42511,0.264790568462199,0.0107017701177437,2900
2020-12-10,40347,0.257154846224226,0.0179870341296172,2900
2020-12-11,45050,0.273101440753528,0.00938347662578422,3100
2020-12-12,56083,0.266815005243885,0.032798314028516,3200
2020-12-13,49319,0.270067117277184,0.0338239115059292,3100
2020-12-14,46125,0.258878168995545,0.00534693776746036,3200
2020-12-15,41598,0.260273161356579,0.0119667623273649,3100
2020-12-16,46361,0.260584356231921,0.0163125853634994,3200
2020-12-17,44241,0.259281267836215,0.0163671990534038,3100
2020-12-18,44304,0.258861983723747,0.0262384258351594,3200
2020-12-19,49592,0.267924456879529,0.0135398560279403,3100
2020-12-20,51135,0.265685290748864,0.021344489993427,3200
2020-12-21,38548,0.265099717920602,-0.000901984349122102,3100
2020-12-22,44631,0.259249151912235,0.0231743968734314,3200
2020-12-23,46226,0.257690399525515,0.011425196411772,3100
2020-12-24,45079,0.266477840123316,0.0229363167813341,2900
2020-12-25,50811,0.287581214670838,0.0470331031273043,2900
2020-12-26,46400,0.274686721925252,0.0273341158349199,2800
2020-12-27,43538,0.268583729758092,0.0223722071401268,2700
2020-12-28,36703,0.270351321672207,0.014858141471873,2800
2020-12-29,43002,0.263642042336859,0.00559272651178983,2900
2020-12-30,41056,0.267315212641594,0.000634350188500731,2800
2020-12-31,41262,0.267205138313067,0.0335561612192581,2800
2021-01-01,47522,0.282918394343163,0.0295023165259824,2800
2021-01-02,46834,0.269586803934219,0.0351894296131037,2800
2021-01-03,42017,0.268332043186526,0.0240932186741987,2800
2021-01-04,36558,0.263160253007173,0.00470615367766461,2800
2021-01-05,38852,0.264529966260792,0.0183796294919349,2800
2021-01-06,36415,0.264097033076017,0.00835271269254279,2800
2021-01-07,35992,0.263823831550774,0.00256054011349571,2800
2021-01-08,39634,0.260081094262804,0.0145949575986547,2800
2021-01-09,45512,0.266343478611796,-6.76156008625638e-06,2800
2021-01-10,45712,0.261579444061197,0.0315277229069028,2800
2021-01-11,39425,0.264325674418872,0.0258022106163846,3000
2021-01-12,40073,0.263396385467757,0.0184327345650257,3000
2021-01-13,38243,0.254364735363486,0.0305384387403064,3000
2021-01-14,39454,0.258839366890901,0.0377560287577779,3000
2021-01-15,39333,0.256723345868779,0.034394043213708,3000
2021-01-16,49748,0.266172442472525,0.028242204620954,3000
2021-01-17,45594,0.263777467498581,0.0371694715394485,2900
2021-01-18,44266,0.265150856447687,0.023214256260813,2900
2021-01-19,36048,0.252056594208957,0.0225770790031185,2800
2021-01-20,42703,0.26089782411601,0.0216872848058378,3100
2021-01-21,48739,0.266628220693719,0.0298330208732527,3400
2021-01-22,47518,0.260059754062636,0.027391804831524,3300
2021-01-23,61650,0.266719907234737,0.0382087541004735,3300
2021-01-24,30564,0.259549159795466,0.0395386546212166,1700
2021-01-27,11057,0.245118925366316,0.0186965940035145,1145
2021-01-28,31380,0.222824077009113,0.026446073118472,2955
2021-01-29,49146,0.226111395595802,0.0346238270975353,4100
2021-01-30,94490,0.261526361185773,0.0511678839784513,4800
2021-01-31,90606,0.262750837609753,0.0470257949451751,4800
2021-02-01,45093,0.208188837699512,0.0294222030641799,4800
2021-02-02,47235,0.210836107843574,0.0221682014391517,4800
2021-02-03,33498,0.197143437268176,0.041337209547796,3900
2021-02-07,1058,0.218632775222479,0.038909379460647,100
2021-02-08,27872,0.249191524475553,0.0307738727201599,2200
2021-02-09,39225,0.2386280274836,0.0295893546900813,3100
2021-02-10,29572,0.223924514728143,0.0217748773277749,2500
2021-02-11,30893,0.226825267100784,0.0331078548767011,2800
2021-02-12,45556,0.236044894796442,0.0318842833000708,2800
2021-02-13,55283,0.243616418253017,0.0387161453667846,2900
2021-02-14,52557,0.25404442286328,0.0496955342702022,2800
2021-02-15,51268,0.249904653353362,0.0286831120045276,2800
2021-02-16,28026,0.240782618386443,0.0216393933715646,1800
2020-02-17,6144,0.266791685738159,-0.00473087396727259,400
2020-02-18,42567,0.260568116037172,0.0232514068948536,3200
2020-02-19,43608,0.254397728730313,0.022068330370558,3200
2020-02-20,43046,0.273647790632699,0.019104598446154,3200
2020-02-21,43179,0.27497896131573,0.00998979781530099,3000
2020-02-22,41023,0.270972708467686,0.0048576408495508,2600
2020-02-23,36253,0.270629790042841,-0.00621828181254579,2507
2020-02-24,35082,0.278766653662823,-0.00880846920467353,2800
2020-02-25,36325,0.274442405954984,-0.0129158302080716,2800
2020-02-26,37738,0.276741544173842,-0.0317725852981464,2800
2020-02-27,39685,0.271822510395309,-0.0127827290556044,3000
2020-02-28,42006,0.277025410726647,-0.0235382006625389,2900
2020-02-29,52033,0.272471085849007,-0.0284829583499514,3000
2020-03-01,54219,0.282233519856525,-0.0268359958816355,3200
2020-03-02,42782,0.281143996245391,-0.0505766718099814,3000
2020-03-03,42135,0.268690202415411,-0.0207318110717063,2800
2020-03-04,38795,0.263575022015242,-0.0236811929163176,2800
2020-03-05,40533,0.26921965909724,-0.0180342045636618,2800
2020-03-06,42696,0.26483491313294,-0.0100657458235132,2876
2020-03-07,50261,0.272442459571846,0.00261014828029136,2724
2020-03-08,48457,0.270205022409106,-0.0117852287032654,2800
2020-03-09,38446,0.278075995390905,-0.026727980315278,2800
2020-03-10,40559,0.262261690128564,-0.0232430445168625,2800
2020-03-11,40048,0.271319951215393,-0.0132423495083337,2800
2020-03-12,38424,0.269341143645641,-0.033511167444951,2800
2020-03-13,44555,0.27724504227855,-0.0201658268080371,2900
2020-03-14,48241,0.273931131948154,-0.0276213121159673,2800
2020-03-15,45644,0.28019813657078,-0.0262772438322386,2800
2020-03-16,37911,0.273160190321137,-0.0116653704619625,2800
2020-03-17,39908,0.274255818950272,-0.0131716704516545,2800
2020-03-18,39808,0.272757610246167,-0.00355055489631408,2800
2020-03-19,41836,0.262458734522409,-0.016975213868435,2800
2020-03-20,41069,0.275697176413599,-0.0404879619531493,2800
2020-03-21,48474,0.280165621773919,-0.010833031919149,2800
2020-03-22,49343,0.271766139612929,-0.011432324947021,2800
2020-03-23,37572,0.278225507950809,-0.0523731635233973,2800
2020-03-24,42200,0.27697270227249,-0.0325821016816841,2900
2020-03-25,36763,0.269312314333432,-0.0227306641481249,2700
2020-03-26,40163,0.269301725497466,-0.025525677103025,2800
2020-03-27,42112,0.280493952190866,-0.00554853770550482,2800
2020-03-28,49220,0.275070557959724,-0.0120792795862764,2800
2020-03-29,50325,0.2825774221819,-0.0277701681111792,2800
2020-03-30,41642,0.279653853618381,-0.0345104868887752,2900
2020-03-31,42155,0.272945132963595,-0.0227106326907411,2800
2020-04-01,40241,0.273000542112712,-0.0232355800299661,2800
2020-04-02,41368,0.27715982282619,-0.0423362369686179,2800
2020-04-03,45116,0.2697778306583,-0.0311286271735756,2800
2020-04-04,53475,0.279373910896005,-0.00667767718401657,2800
2020-04-05,56900,0.266704640732498,-0.00457980099160534,2800
2020-04-06,45664,0.273641013684774,-0.0272069863781883,2900
2020-04-07,43863,0.269289418027438,-0.0146746238004633,2800
2020-04-08,17431,0.268735198981303,0.00452656982933198,1300
2020-04-09,47223,0.280097188916323,-0.0223752344384732,2800
2020-04-10,62384,0.280502750840787,-0.000907131005926158,2900
2020-04-11,55796,0.308685647945208,-0.00476419048477203,2800
2020-04-12,52065,0.273352676534241,0.0023874560662836,2700
2020-04-13,41808,0.282241704769674,-0.00632499552874732,2800
2020-04-14,42532,0.275597810158493,-0.0151515702371512,2800
2020-04-15,40387,0.275877844780743,-0.00172144563073873,2800
2020-04-16,43096,0.274571309938472,0.00192195247817194,2800
2020-04-17,48896,0.28042735890177,-0.0244366394508487,3200
2020-04-18,54584,0.279975543602622,-0.0281397005787461,3100
2020-04-19,47943,0.258518161139618,0.000412239733610526,3100
2020-04-20,39591,0.264584304848543,-0.00674004577282059,3200
2020-04-21,41320,0.271058179233189,0.000523074233525766,3100
2020-04-22,41356,0.276722719689916,-0.0103659797815662,2800
2020-04-23,41739,0.279924497446702,-0.00452354315347638,2800
2020-04-24,46848,0.273339773397219,-0.0138812253921113,2800
2020-04-25,56190,0.280514301629289,-0.00720667394950321,2800
2020-04-26,58049,0.277562596246605,-0.00221971634560513,3000
2020-04-27,47136,0.277634917143804,-0.0148319631512087,3100
2020-04-28,45206,0.277901685628614,-0.00920163945029418,2900
2020-04-29,50720,0.270502761518715,0.00284590920025668,3200
2020-04-30,48952,0.282041350373272,-0.0221795332505257,3100
2020-05-01,46133,0.268706635444315,-0.0131736976955875,2800
2020-05-02,2264,0.273899065268108,0.00131313532685483,100
2020-05-03,47171,0.271903737058496,-0.00827231095332466,2600
2020-05-04,46286,0.272669791081172,-0.000913544547517552,2800
2020-05-05,45970,0.266569984776931,0.0018038460393018,2700
2020-05-06,48543,0.273672637114478,0.00396221750767302,2900
2020-05-07,48270,0.265885364020487,0.00944842811035486,2800
2020-05-08,48229,0.266825932763304,-0.00121723698119363,2800
2020-05-09,59775,0.271117942375427,0.0111152906996542,2700
2020-05-11,127666,0.267702161615295,-0.0039599680629455,8177
2020-05-12,59821,0.269985851056664,-0.00235362238730108,3541
2020-05-13,3302,0.280541415087928,-0.070454698537866,200
2020-05-14,1617,0.265715896827861,-0.0149343702330774,100
2020-05-15,2954,0.263326762956717,0.0202696780556855,200
2020-05-16,42513,0.259991428545726,0.00826606445160119,2434
2020-05-17,143231,0.26875909738196,0.00672331976351336,7522
2020-05-18,281377,0.26969599936707,0.00769891279143027,17080
2020-05-19,65041,0.274782323053392,-0.00313629178930265,4200
2020-05-20,47058,0.266054468652136,-0.0175629570348369,2900
2020-05-21,43201,0.27252401543862,0.00401184553063387,2800
2020-05-22,42669,0.271933068883006,0.00225767824997359,2800
2020-05-23,55845,0.271204191700465,0.0234333535573044,2800
2020-05-24,60195,0.282365311966216,0.0116753546476729,2800
2020-05-25,53492,0.263461115933255,0.00626400081868446,2800
2020-05-26,42641,0.278270646464157,-0.00373327474697742,2800
2020-05-27,45654,0.27229821101213,-0.000745012039120772,2800
2020-05-28,44641,0.272961264724201,-0.00791545011956827,2800
2020-05-29,44619,0.286449613734589,-0.0313353073510397,2800
